Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation,Hour,Traffic_Situation_Encoded
6:00:00 AM,10,Tuesday,1.3154340229260373,0.5513790071648571,1.8634044142007682,-1.3511472848775048,1.325704635911744,heavy,6,0
6:15:00 AM,10,Tuesday,1.6426378186021282,0.08428423764518307,2.3515638804561805,-1.4454686547678535,1.5749547515125537,heavy,6,0
6:30:00 AM,10,Tuesday,0.9227894681147282,1.018473776684531,0.3291889488266146,-1.1625045450968075,0.7939710559633499,normal,6,3
6:45:00 AM,10,Tuesday,1.1191117455203827,0.9406246484312522,2.1423526806324324,-1.1625045450968075,1.3589379846585186,heavy,6,0
7:00:00 AM,10,Tuesday,0.7264671907090735,1.8748141874706001,2.2120897472403485,-1.3511472848775048,1.2426212640448075,heavy,7,0
7:15:00 AM,10,Tuesday,1.6644514049805343,0.629228135418136,0.8173484150820272,-1.4454686547678535,1.3423213102851312,heavy,7,0
7:30:00 AM,10,Tuesday,0.9882302272499464,1.7191159309640422,0.3989260154345307,-0.97386180531611,1.0432211715641597,heavy,7,0
7:45:00 AM,10,Tuesday,0.85734870897951,0.23998249415174108,0.4686630820424468,-1.3511472848775048,0.5779542891093148,normal,7,3
8:00:00 AM,10,Tuesday,1.1627389182771948,1.018473776684531,1.2357708147295234,-1.3511472848775048,1.159537892177871,heavy,8,0
8:15:00 AM,10,Tuesday,0.9882302272499464,1.8748141874706001,1.0265596149057754,-1.1625045450968075,1.1927712409246456,heavy,8,0
8:30:00 AM,10,Tuesday,1.7735193368725646,1.641266802710763,0.677874281866195,-1.3511472848775048,1.6248047746327157,heavy,8,0
8:45:00 AM,10,Tuesday,0.8355351226011039,-0.38281053187449093,2.3515638804561805,-1.2568259149871561,0.8936711022036739,heavy,8,0
9:00:00 AM,10,Tuesday,1.2063660910340068,0.7070772636714151,0.4686630820424468,-1.4454686547678535,0.9269044509504485,heavy,9,0
9:15:00 AM,10,Tuesday,0.18112753124892197,0.08428423764518307,1.65419321437702,1.289851072052258,0.7773543815899626,high,9,1
9:30:00 AM,10,Tuesday,-1.171314824212254,0.629228135418136,1.0265596149057754,0.5352801129294688,-0.4190461732939241,normal,9,3
9:45:00 AM,10,Tuesday,-0.8004838557793509,0.5513790071648571,1.584456147769104,0.5352801129294688,-0.0202459883326285,high,9,1
10:00:00 AM,10,Tuesday,-0.015194746156732579,-0.14926314711465394,0.9568225482978593,0.8182442226005148,0.3287041735085051,high,10,1
10:15:00 AM,10,Tuesday,-0.9095517876713811,0.08428423764518307,1.4449820145532717,1.3841724419426067,-0.08671268582617776,normal,10,3
10:30:00 AM,10,Tuesday,0.15931394487051592,-0.6163579166343279,-0.29844465064463005,-0.030648106412623315,-0.08671268582617776,normal,10,3
10:45:00 AM,10,Tuesday,-0.6041615783736963,0.629228135418136,0.3291889488266146,0.15799463336807404,-0.21964608081327627,normal,10,3
11:00:00 AM,10,Tuesday,-0.7786702694009447,-0.38281053187449093,-0.8563411835079586,1.289851072052258,-0.6516796145213465,normal,11,3
11:15:00 AM,10,Tuesday,-0.23333060994079322,-0.538508788381049,-0.08923345082088184,1.289851072052258,-0.08671268582617776,normal,11,3
11:30:00 AM,10,Tuesday,-0.08063550529195077,-0.6163579166343279,-0.29844465064463005,1.006886962381212,-0.08671268582617776,normal,11,3
11:45:00 AM,10,Tuesday,-0.4732800601032599,-0.46065966012776993,-0.6471299836842105,1.289851072052258,-0.38581282454714944,normal,11,3
12:00:00 PM,10,Tuesday,-0.6696023375089145,-0.38281053187449093,-0.7168670502921265,0.9125655924908634,-0.6018295914011845,normal,12,3
12:15:00 PM,10,Tuesday,-0.25514419631919927,-0.538508788381049,-0.22870758403671398,1.289851072052258,-0.1365627089463397,normal,12,3
12:30:00 PM,10,Tuesday,-1.0622468923202235,-0.694207044887607,-0.7866041169000426,0.44095874303912,-1.0670964738560293,normal,12,3
12:45:00 PM,10,Tuesday,-0.9749925468065993,-0.46065966012776993,-0.08923345082088184,0.7239228527101661,-0.7347629863882831,normal,12,3
1:00:00 PM,10,Tuesday,-0.36421212821122956,-0.38281053187449093,-0.15897051742879792,0.5352801129294688,-0.30272945268021284,normal,13,3
1:15:00 PM,10,Tuesday,0.2247547040057341,0.006435109391904067,1.4449820145532717,0.2523160032584227,0.5613376147359276,high,13,1
1:30:00 PM,10,Tuesday,0.33382263589776445,0.7070772636714151,0.4686630820424468,0.2523160032584227,0.5613376147359276,normal,13,3
1:45:00 PM,10,Tuesday,-0.21151702356238714,0.31783162240502005,1.3752449479453557,0.06367326347772535,0.24562080164156855,high,13,1
2:00:00 PM,10,Tuesday,0.42107698141138866,0.8627755201779731,1.0962966815136914,0.34663737314877135,0.8272044047101246,high,14,1
2:15:00 PM,10,Tuesday,-0.9749925468065993,-0.30496140362121194,1.1660337481216074,-0.21929084619332065,-0.5685962426544099,normal,14,3
2:30:00 PM,10,Tuesday,0.900975881736322,0.16213336589846208,0.5384001486503628,0.44095874303912,0.9269044509504485,heavy,14,0
2:45:00 PM,10,Tuesday,-0.8659246149145691,0.8627755201779731,-0.7168670502921265,-0.8795404354257613,-0.8012296838818324,low,14,2
3:00:00 PM,10,Tuesday,-0.5605344056168842,0.8627755201779731,-0.29844465064463005,0.44095874303912,-0.2362627551866636,normal,15,3
3:15:00 PM,10,Tuesday,-0.015194746156732579,1.018473776684531,-0.43791878386046224,-0.030648106412623315,0.0960707322810827,normal,15,3
3:30:00 PM,10,Tuesday,0.85734870897951,0.08428423764518307,-0.5076558504683782,0.2523160032584227,0.5945709634827021,normal,15,3
3:45:00 PM,10,Tuesday,0.7046536043306675,0.8627755201779731,-0.5076558504683782,-0.12496947630297199,0.5779542891093148,normal,15,3
4:00:00 PM,10,Tuesday,1.57719705946691,1.2520211614443681,1.4449820145532717,-0.8795404354257613,1.6580381233794903,heavy,16,0
4:15:00 PM,10,Tuesday,1.1191117455203827,0.7849263919246942,0.8870854816899432,-0.97386180531611,1.059837845937547,heavy,16,0
4:30:00 PM,10,Tuesday,1.4899427139532857,0.629228135418136,2.0028785474166004,-0.97386180531611,1.5749547515125537,heavy,16,0
4:45:00 PM,10,Tuesday,1.2063660910340068,-0.30496140362121194,1.0265596149057754,-0.7852190655354127,0.9601377996972231,heavy,16,0
5:00:00 PM,10,Tuesday,1.6644514049805343,0.7849263919246942,2.3515638804561805,-0.7852190655354127,1.8574382158601381,heavy,17,0
5:15:00 PM,10,Tuesday,1.1627389182771948,1.7191159309640422,0.5384001486503628,-0.690897695645064,1.2592379384181949,heavy,17,0
5:30:00 PM,10,Tuesday,1.4681291275748798,1.1741720331910892,0.3291889488266146,-0.5965763257547153,1.3423213102851312,heavy,17,0
5:45:00 PM,10,Tuesday,1.6644514049805343,0.23998249415174108,1.723930280984936,-0.5965763257547153,1.6248047746327157,heavy,17,0
6:00:00 PM,10,Tuesday,1.5117563003316918,1.4855685462042052,0.8870854816899432,-0.97386180531611,1.5084880540190044,heavy,18,0
6:15:00 PM,10,Tuesday,1.184552504655601,-0.38281053187449093,0.9568225482978593,-0.690897695645064,0.9269044509504485,heavy,18,0
6:30:00 PM,10,Tuesday,0.7919079498442917,0.006435109391904067,0.3989260154345307,-0.5965763257547153,0.5945709634827021,normal,18,3
6:45:00 PM,10,Tuesday,0.13750035849210987,0.5513790071648571,0.3291889488266146,-0.407933585974018,0.22900412726818123,normal,18,3
7:00:00 PM,10,Tuesday,0.4647041541682008,-0.22711227536793294,-0.36818171725254617,-0.21929084619332065,0.17915410414801927,normal,19,3
7:15:00 PM,10,Tuesday,0.7264671907090735,0.5513790071648571,0.3291889488266146,0.06367326347772535,0.7607377072165753,normal,19,3
7:30:00 PM,10,Tuesday,-0.16788985080557503,0.23998249415174108,-0.01949638421296577,1.1012083322715607,0.11268740665447002,high,19,1
7:45:00 PM,10,Tuesday,0.028432426600079545,-0.538508788381049,-0.08923345082088184,-0.8795404354257613,-0.2694961039334382,low,19,2
8:00:00 PM,10,Tuesday,0.2465682903841402,0.16213336589846208,-0.22870758403671398,1.7614579215040014,0.47825424286899093,high,20,1
8:15:00 PM,10,Tuesday,-0.14607626442716895,-0.22711227536793294,-0.08923345082088184,0.34663737314877135,-0.11994603457295239,normal,20,3
8:30:00 PM,10,Tuesday,0.5955856724386371,-0.7720561731408859,-0.29844465064463005,-0.21929084619332065,0.17915410414801927,normal,20,3
8:45:00 PM,10,Tuesday,0.7264671907090735,-0.694207044887607,-0.22870758403671398,-0.21929084619332065,0.3120874991351178,normal,20,3
9:00:00 PM,10,Tuesday,0.48651774054660685,-0.07141401886137494,-0.01949638421296577,-0.8795404354257613,0.1957707785214066,normal,21,3
9:15:00 PM,10,Tuesday,0.5737720860602311,-0.538508788381049,0.11997774900286638,-0.21929084619332065,0.3120874991351178,normal,21,3
9:30:00 PM,10,Tuesday,0.13750035849210987,0.006435109391904067,-0.22870758403671398,0.5352801129294688,0.14592075540124466,high,21,1
9:45:00 PM,10,Tuesday,-0.34239854183282353,0.4735298789115781,0.3291889488266146,-0.5022549558643666,-0.16979605769311434,normal,21,3
10:00:00 PM,10,Tuesday,-1.214941996969066,-1.083452686154002,-1.0655523833317069,0.34663737314877135,-1.3495799382036138,normal,22,3
10:15:00 PM,10,Tuesday,-1.2803827561042842,-1.161301814407281,-0.9958153167237909,0.8182442226005148,-1.3163465894568391,normal,22,3
10:30:00 PM,10,Tuesday,-1.1495012378338478,-1.005603557900723,-1.0655523833317069,1.6671365516136527,-1.050479799482642,normal,22,3
10:45:00 PM,10,Tuesday,-1.258569169725878,-1.083452686154002,-1.0655523833317069,1.289851072052258,-1.2166465432165152,normal,22,3
11:00:00 PM,10,Tuesday,-1.1058740650770358,-1.005603557900723,-0.9958153167237909,-0.21929084619332065,-1.3329632638302265,normal,23,3
11:15:00 PM,10,Tuesday,-1.171314824212254,-1.161301814407281,-0.9958153167237909,-0.407933585974018,-1.4492799844439377,low,23,2
11:30:00 PM,10,Tuesday,-1.1931284105906599,-1.083452686154002,-1.0655523833317069,1.6671365516136527,-1.100329822602804,normal,23,3
11:45:00 PM,10,Tuesday,-1.1276876514554417,-1.005603557900723,-1.0655523833317069,0.6296014828198174,-1.2166465432165152,normal,23,3
12:00:00 AM,11,Wednesday,-1.2367555833474722,-1.005603557900723,-0.9958153167237909,0.15799463336807404,-1.366196612577001,normal,0,3
12:15:00 AM,11,Wednesday,-1.1058740650770358,-1.161301814407281,-1.0655523833317069,1.289851072052258,-1.1169464969761913,normal,0,3
12:30:00 AM,11,Wednesday,-1.1495012378338478,-1.083452686154002,-1.0655523833317069,-0.12496947630297199,-1.3828132869503884,normal,0,3
12:45:00 AM,11,Wednesday,-1.0622468923202235,-1.161301814407281,-1.0655523833317069,-0.12496947630297199,-1.3329632638302265,normal,0,3
1:00:00 AM,11,Wednesday,-1.0622468923202235,-1.083452686154002,-0.9958153167237909,1.3841724419426067,-1.0338631251092547,normal,1,3
1:15:00 AM,11,Wednesday,-1.171314824212254,-1.161301814407281,-0.9958153167237909,0.7239228527101661,-1.2498798919632899,normal,1,3
1:30:00 AM,11,Wednesday,-1.1495012378338478,-1.161301814407281,-0.9958153167237909,1.006886962381212,-1.1834131944697406,normal,1,3
1:45:00 AM,11,Wednesday,-1.1058740650770358,-0.849905301394165,-1.0655523833317069,-0.407933585974018,-1.3495799382036138,low,1,2
2:00:00 AM,11,Wednesday,-1.1276876514554417,-0.9277544296474439,-0.9958153167237909,1.9501006612846987,-0.9507797532423181,normal,2,3
2:15:00 AM,11,Wednesday,-1.1931284105906599,-0.849905301394165,-0.9958153167237909,-0.5022549558643666,-1.416046635697163,low,2,2
2:30:00 AM,11,Wednesday,-1.1058740650770358,-1.005603557900723,-0.9958153167237909,0.9125655924908634,-1.1335631713495786,normal,2,3
2:45:00 AM,11,Wednesday,-1.2367555833474722,-1.005603557900723,-1.0655523833317069,0.34663737314877135,-1.3495799382036138,normal,2,3
3:00:00 AM,11,Wednesday,-1.258569169725878,-0.849905301394165,-1.0655523833317069,1.3841724419426067,-1.150179845722966,normal,3,3
3:15:00 AM,11,Wednesday,-1.0840604786986296,-1.083452686154002,-0.9958153167237909,1.9501006612846987,-0.9507797532423181,normal,3,3
3:30:00 AM,11,Wednesday,-1.2803827561042842,-0.849905301394165,-1.0655523833317069,1.9501006612846987,-1.0670964738560293,normal,3,3
3:45:00 AM,11,Wednesday,-1.0622468923202235,-1.083452686154002,-0.9958153167237909,1.572815181723304,-1.00062977636248,normal,3,3
4:00:00 AM,11,Wednesday,-1.171314824212254,-0.7720561731408859,-0.9958153167237909,2.3273861408460936,-0.8843130557487688,normal,4,3
4:15:00 AM,11,Wednesday,0.7700943634658857,-0.694207044887607,-0.7168670502921265,-1.3511472848775048,0.029604034787533443,normal,4,3
4:30:00 AM,11,Wednesday,0.879162295357916,0.7849263919246942,-0.8563411835079586,-0.690897695645064,0.5114875916157656,normal,4,3
4:45:00 AM,11,Wednesday,0.2901954631409523,0.629228135418136,-0.5076558504683782,0.44095874303912,0.3120874991351178,normal,4,3
5:00:00 AM,11,Wednesday,0.2683818767625462,0.7849263919246942,-0.9958153167237909,0.2523160032584227,0.17915410414801927,normal,5,3
5:15:00 AM,11,Wednesday,0.5737720860602311,0.08428423764518307,-0.36818171725254617,-1.3511472848775048,0.12930408102785734,normal,5,3
5:30:00 AM,11,Wednesday,0.48651774054660685,0.7070772636714151,-0.5773929170762944,-0.8795404354257613,0.22900412726818123,normal,5,3
5:45:00 AM,11,Wednesday,0.2683818767625462,1.1741720331910892,-0.36818171725254617,-1.4454686547678535,0.11268740665447002,normal,5,3
6:00:00 AM,11,Wednesday,1.228179677412413,-0.14926314711465394,0.747611348474111,-1.2568259149871561,0.8604377534568992,high,6,1
6:15:00 AM,11,Wednesday,1.228179677412413,1.8748141874706001,2.3515638804561805,-1.1625045450968075,1.691271472126265,heavy,6,0
6:30:00 AM,11,Wednesday,1.228179677412413,1.4855685462042052,1.5147190811611877,-1.3511472848775048,1.3755546590319059,heavy,6,0
6:45:00 AM,11,Wednesday,1.228179677412413,0.31783162240502005,0.677874281866195,-1.0681831752064588,0.9767544740706104,heavy,6,0
7:00:00 AM,11,Wednesday,1.228179677412413,0.006435109391904067,2.3515638804561805,-1.4454686547678535,1.2426212640448075,heavy,7,0
7:15:00 AM,11,Wednesday,1.228179677412413,1.329870289697647,2.421300947064097,-0.97386180531611,1.6248047746327157,heavy,7,0
7:30:00 AM,11,Wednesday,1.228179677412413,1.7969650592173212,2.421300947064097,-1.3511472848775048,1.6580381233794903,heavy,7,0
7:45:00 AM,11,Wednesday,1.228179677412413,1.09632290493781,0.9568225482978593,-1.1625045450968075,1.1927712409246456,heavy,7,0
8:00:00 AM,11,Wednesday,1.228179677412413,1.2520211614443681,2.2818268138482645,-1.0681831752064588,1.5583380771391664,heavy,8,0
8:15:00 AM,11,Wednesday,1.228179677412413,1.329870289697647,2.421300947064097,-1.4454686547678535,1.541721402765779,heavy,8,0
8:30:00 AM,11,Wednesday,1.228179677412413,1.2520211614443681,2.0726156140245164,-1.4454686547678535,1.4420213565254552,heavy,8,0
8:45:00 AM,11,Wednesday,1.228179677412413,0.4735298789115781,0.3291889488266146,-1.3511472848775048,0.8770544278302865,normal,8,3
9:00:00 AM,11,Wednesday,1.228179677412413,1.018473776684531,1.4449820145532717,-1.4454686547678535,1.2426212640448075,heavy,9,0
9:15:00 AM,11,Wednesday,-0.6477887511305084,-0.38281053187449093,1.5147190811611877,0.06367326347772535,-0.20302940643988895,normal,9,3
9:30:00 AM,11,Wednesday,0.44289056778979474,-0.538508788381049,-0.22870758403671398,-0.21929084619332065,0.12930408102785734,normal,9,3
9:45:00 AM,11,Wednesday,-0.38602571458963564,0.08428423764518307,0.05024068239495031,-0.21929084619332065,-0.30272945268021284,normal,9,3
10:00:00 AM,11,Wednesday,-1.1276876514554417,-0.46065966012776993,0.18971481561078246,1.1955297021619093,-0.7015296376415084,normal,10,3
10:15:00 AM,11,Wednesday,-0.4514664737248538,0.7849263919246942,1.4449820145532717,0.5352801129294688,0.26223747601495584,high,10,1
10:30:00 AM,11,Wednesday,0.530144913303419,-0.6163579166343279,1.0265596149057754,0.06367326347772535,0.5281042659891529,high,10,1
10:45:00 AM,11,Wednesday,-0.2987713690760114,0.006435109391904067,1.4449820145532717,-0.030648106412623315,0.11268740665447002,high,10,1
11:00:00 AM,11,Wednesday,-0.38602571458963564,-0.38281053187449093,-0.5076558504683782,0.6296014828198174,-0.38581282454714944,normal,11,3
11:15:00 AM,11,Wednesday,-0.38602571458963564,-0.6163579166343279,-0.8563411835079586,0.8182442226005148,-0.48551287078747335,normal,11,3
11:30:00 AM,11,Wednesday,-0.38602571458963564,-0.46065966012776993,-0.5773929170762944,1.3841724419426067,-0.2861127783068255,normal,11,3
11:45:00 AM,11,Wednesday,-0.38602571458963564,-0.6163579166343279,-0.08923345082088184,0.44095874303912,-0.3691961501737621,normal,11,3
12:00:00 PM,11,Wednesday,-0.38602571458963564,-0.38281053187449093,-0.08923345082088184,0.44095874303912,-0.31934612705360016,normal,12,3
12:15:00 PM,11,Wednesday,-0.38602571458963564,-0.38281053187449093,-0.6471299836842105,0.6296014828198174,-0.4190461732939241,normal,12,3
12:30:00 PM,11,Wednesday,-0.38602571458963564,-0.538508788381049,-0.29844465064463005,0.6296014828198174,-0.3691961501737621,normal,12,3
12:45:00 PM,11,Wednesday,-0.38602571458963564,-0.694207044887607,-0.36818171725254617,1.006886962381212,-0.3525794758003748,normal,12,3
1:00:00 PM,11,Wednesday,-0.38602571458963564,-0.6163579166343279,-0.5773929170762944,1.1012083322715607,-0.3691961501737621,normal,13,3
1:15:00 PM,11,Wednesday,0.7700943634658857,0.16213336589846208,0.677874281866195,0.44095874303912,0.8604377534568992,normal,13,3
1:30:00 PM,11,Wednesday,-1.3676371016179085,1.018473776684531,0.8173484150820272,-0.12496947630297199,-0.6516796145213465,normal,13,3
1:45:00 PM,11,Wednesday,-0.32058495545441745,1.09632290493781,1.5147190811611877,-0.5965763257547153,0.24562080164156855,high,13,1
2:00:00 PM,11,Wednesday,-0.5605344056168842,-0.14926314711465394,1.0265596149057754,0.44095874303912,-0.1365627089463397,normal,14,3
2:15:00 PM,11,Wednesday,-0.18970343718398108,0.4735298789115781,0.747611348474111,-0.407933585974018,0.06283738353430808,high,14,1
2:30:00 PM,11,Wednesday,0.7046536043306675,0.629228135418136,-0.5076558504683782,0.44095874303912,0.6278043122294767,normal,14,3
2:45:00 PM,11,Wednesday,-0.14607626442716895,0.8627755201779731,0.2594518822186985,-0.407933585974018,0.06283738353430808,normal,14,3
3:00:00 PM,11,Wednesday,-0.6477887511305084,0.7070772636714151,-0.15897051742879792,-0.407933585974018,-0.4522795220406987,low,15,2
3:15:00 PM,11,Wednesday,0.4647041541682008,0.3956807506582991,1.3752449479453557,-0.7852190655354127,0.6278043122294767,high,15,1
3:30:00 PM,11,Wednesday,0.879162295357916,1.1741720331910892,0.4686630820424468,0.44095874303912,1.109687869057709,heavy,15,0
3:45:00 PM,11,Wednesday,-0.015194746156732579,0.8627755201779731,0.677874281866195,0.44095874303912,0.4117875453754417,normal,15,3
4:00:00 PM,11,Wednesday,1.5990106458453162,0.5513790071648571,1.5147190811611877,-0.8795404354257613,1.541721402765779,heavy,16,0
4:15:00 PM,11,Wednesday,0.9664166408715402,-0.07141401886137494,0.3291889488266146,-0.97386180531611,0.6278043122294767,normal,16,3
4:30:00 PM,11,Wednesday,1.5990106458453162,-0.14926314711465394,1.5147190811611877,-0.690897695645064,1.4254046821520678,heavy,16,0
4:45:00 PM,11,Wednesday,0.85734870897951,0.629228135418136,0.747611348474111,-0.5965763257547153,0.8604377534568992,high,16,1
5:00:00 PM,11,Wednesday,1.1627389182771948,1.09632290493781,1.0265596149057754,-0.7852190655354127,1.2260045896714202,heavy,17,0
5:15:00 PM,11,Wednesday,1.4026883684396616,-0.22711227536793294,1.0265596149057754,-0.7852190655354127,1.1263045434310963,heavy,17,0
5:30:00 PM,11,Wednesday,1.0754845727635705,0.629228135418136,1.584456147769104,-0.5022549558643666,1.2426212640448075,heavy,17,0
5:45:00 PM,11,Wednesday,1.1409253318987886,1.5634176744574841,0.747611348474111,-0.690897695645064,1.2592379384181949,heavy,17,0
6:00:00 PM,11,Wednesday,1.0318574000067584,0.629228135418136,0.3291889488266146,-0.690897695645064,0.8770544278302865,normal,18,3
6:15:00 PM,11,Wednesday,1.3808747820612555,-0.22711227536793294,0.8173484150820272,-0.690897695645064,1.0764545203109344,heavy,18,0
6:30:00 PM,11,Wednesday,1.6426378186021282,0.16213336589846208,1.2357708147295234,-0.7852190655354127,1.4420213565254552,heavy,18,0
6:45:00 PM,11,Wednesday,0.7482807770874796,0.4735298789115781,-0.29844465064463005,-0.407933585974018,0.5281042659891529,normal,18,3
7:00:00 PM,11,Wednesday,0.8355351226011039,0.006435109391904067,-0.36818171725254617,-0.030648106412623315,0.5447209403625403,normal,19,3
7:15:00 PM,11,Wednesday,-0.4078393009680417,-0.38281053187449093,-0.36818171725254617,0.15799463336807404,-0.4522795220406987,normal,19,3
7:30:00 PM,11,Wednesday,0.85734870897951,0.006435109391904067,-0.36818171725254617,-0.8795404354257613,0.4117875453754417,normal,19,3
7:45:00 PM,11,Wednesday,0.85734870897951,0.7070772636714151,-0.01949638421296577,1.289851072052258,1.0266044971907724,heavy,19,0
8:00:00 PM,11,Wednesday,0.7046536043306675,-0.694207044887607,-0.01949638421296577,-0.21929084619332065,0.34532084788189243,normal,20,3
8:15:00 PM,11,Wednesday,-0.2987713690760114,0.16213336589846208,-0.22870758403671398,0.34663737314877135,-0.18641273206650166,normal,20,3
8:30:00 PM,11,Wednesday,0.18112753124892197,-0.6163579166343279,0.3291889488266146,0.06367326347772535,0.0960707322810827,normal,20,3
8:45:00 PM,11,Wednesday,0.48651774054660685,-0.22711227536793294,0.2594518822186985,-0.690897695645064,0.26223747601495584,normal,20,3
9:00:00 PM,11,Wednesday,0.5737720860602311,0.7849263919246942,0.11997774900286638,1.289851072052258,0.8604377534568992,high,21,1
9:15:00 PM,11,Wednesday,0.20294111762732805,0.16213336589846208,0.11997774900286638,1.1012083322715607,0.4117875453754417,high,21,1
9:30:00 PM,11,Wednesday,0.6392128451954493,0.08428423764518307,0.05024068239495031,0.5352801129294688,0.6111876378560894,high,21,1
9:45:00 PM,11,Wednesday,0.37744980865457656,-0.14926314711465394,-0.29844465064463005,1.85577929139435,0.5114875916157656,high,21,1
10:00:00 PM,11,Wednesday,-1.1058740650770358,-0.849905301394165,-1.0655523833317069,0.06367326347772535,-1.2664965663366772,normal,22,3
10:15:00 PM,11,Wednesday,-1.1058740650770358,-0.7720561731408859,-1.0655523833317069,-0.31361221608366935,-1.3163465894568391,low,22,2
10:30:00 PM,11,Wednesday,-1.1058740650770358,-1.005603557900723,-0.9958153167237909,0.9125655924908634,-1.1335631713495786,normal,22,3
10:45:00 PM,11,Wednesday,-1.1058740650770358,-1.083452686154002,-1.0655523833317069,0.15799463336807404,-1.2997299150834518,normal,22,3
11:00:00 PM,11,Wednesday,-1.1058740650770358,-0.7720561731408859,-1.0655523833317069,0.5352801129294688,-1.1667965200963533,normal,23,3
11:15:00 PM,11,Wednesday,-1.1058740650770358,-1.161301814407281,-0.9958153167237909,-0.31361221608366935,-1.3828132869503884,low,23,2
11:30:00 PM,11,Wednesday,-1.1058740650770358,-0.9277544296474439,-0.9958153167237909,1.1955297021619093,-1.0670964738560293,normal,23,3
11:45:00 PM,11,Wednesday,-1.1058740650770358,-0.849905301394165,-0.9958153167237909,2.3273861408460936,-0.8510797070019943,normal,23,3
12:00:00 AM,12,Thursday,-1.1058740650770358,-1.083452686154002,-0.9958153167237909,2.2330647709557447,-0.9175464044955435,normal,0,3
12:15:00 AM,12,Thursday,-1.1058740650770358,-0.849905301394165,-1.0655523833317069,1.3841724419426067,-1.0338631251092547,normal,0,3
12:30:00 AM,12,Thursday,-1.1058740650770358,-0.7720561731408859,-0.9958153167237909,-0.21929084619332065,-1.2831132407100645,normal,0,3
12:45:00 AM,12,Thursday,-1.1058740650770358,-1.005603557900723,-1.0655523833317069,2.0444220311750474,-0.9507797532423181,normal,0,3
